City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Cabo San Lucas,20,MX,1571167372,78,22.89,-109.91,86.0,4.1
Edd,75,ER,1571167372,51,13.93,41.69,86.594,2.291
Sola,71,TZ,1571167372,34,-3.17,33.8,79.574,7.441
Belen,1,US,1571167373,13,34.66,-106.78,71.99600000000001,2.129
Fez,40,MA,1571167373,59,34.03,-5.02,66.2,3.6
Penticton,90,CA,1571167373,57,49.49,-119.59,51.8,6.7
Lata,15,IN,1571167374,74,30.78,78.62,27.554,1.111
Pevek,100,RU,1571167374,78,69.7,170.27,32.954,5.746
Fortuna,1,US,1571167374,76,40.6,-124.16,64.004,3.6
Alofi,100,NU,1571167374,74,-19.06,-169.92,78.80000000000001,4.1
Shaoguan,4,CN,1571167375,91,24.81,113.59,62.294,1.083
Abha,15,SA,1571167376,25,18.22,42.5,68.0,6.2
Geraldton,90,CA,1571167376,61,49.72,-86.95,46.4,2.1
Portland,20,US,1571167376,30,43.66,-70.25,60.998000000000005,4.457
Drumnadrochit,40,GB,1571167376,93,57.34,-4.48,50.0,2.1
Sao Jose dos Pinhais,90,BR,1571167377,82,-25.53,-49.21,62.006,6.7
Ancud,90,CL,1571167377,81,-41.87,-73.83,51.8,4.1
Taquarana,18,BR,1571167377,54,-9.65,-36.49,82.634,6.352
Kungurtug,0,RU,1571167378,49,50.6,97.53,30.416,1.817
Kawalu,93,ID,1571167378,92,-7.38,108.21,69.314,1.077
Nakusp,100,CA,1571167378,84,50.24,-117.8,42.007999999999996,1.34
Padang,79,ID,1571167379,97,-0.92,100.36,67.69399999999999,0.533
Oksfjord,75,NO,1571167379,93,70.24,22.35,35.6,1.0
Calama,0,CL,1571167379,9,-22.46,-68.93,78.008,8.7
Dakar,40,SN,1571167778,79,14.69,-17.45,84.2,3.1
Naryan-Mar,100,RU,1571167380,97,67.67,53.09,33.854,4.122
Guymon,1,US,1571167380,24,36.68,-101.48,66.2,7.7
Ayan,0,IR,1571167380,37,38.23,44.7,45.194,0.569
Cam Ranh,75,VN,1571167381,88,11.92,109.15,78.80000000000001,2.6
Port-Cartier,20,CA,1571167381,76,50.03,-66.88,48.992000000000004,4.1
Bulungu,72,CD,1571167381,89,-4.54,18.6,73.274,0.609
Sudak,30,UA,1571167382,66,44.85,34.97,55.814,1.014
Chicama,20,PE,1571167382,77,-7.84,-79.15,68.0,4.6
Cairns,11,AU,1571167383,88,-16.92,145.77,66.2,1.0
Aksu,76,KZ,1571167383,93,52.04,76.93,41.0,5.0
Gushikawa,1,JP,1571167383,83,26.35,127.87,77.0,3.1
Dudinka,75,RU,1571167384,100,69.41,86.18,24.8,9.0
Limbang,75,BN,1571167384,94,4.75,115.01,80.6,2.6
Cuenca,75,EC,1571167384,45,-2.9,-79.0,66.2,3.6
Walvis Bay,0,NA,1571167385,72,-22.95,14.51,64.4,5.7
San Luis,89,AR,1571167385,42,-33.3,-66.34,62.474000000000004,2.636
Talavera de la Reina,97,ES,1571167386,75,39.96,-4.83,51.998000000000005,2.114
Nadvoitsy,86,RU,1571167386,98,63.89,34.27,35.114,1.651
Broome,82,GB,1571167386,93,52.47,1.45,55.994,1.5
Slave Lake,90,CA,1571167387,78,55.28,-114.77,35.6,8.7
Oriximina,96,BR,1571167387,42,-1.77,-55.87,94.334,1.155
Airai,99,TL,1571167387,95,-8.93,125.41,64.45400000000001,0.528
Prince Albert,90,CA,1571167388,60,53.2,-105.75,39.2,1.5
Najran,40,SA,1571167389,27,17.54,44.22,77.0,3.1
Rome,40,IT,1571167389,82,41.89,12.48,69.008,4.6
Tres Arroyos,98,AR,1571167389,38,-38.38,-60.28,57.794,2.856
Margate,20,AU,1571167390,86,-43.03,147.26,41.0,5.7
Alice Town,86,BS,1571167390,73,25.72,-79.3,79.574,4.874
Hanzhong,100,CN,1571167391,92,33.08,107.03,49.334,0.935
Vardo,1,US,1571167391,37,39.62,-77.74,71.99600000000001,3.056
Kawambwa,92,ZM,1571167392,62,-9.8,29.07,72.914,4.43
Brae,6,GB,1571167392,87,60.4,-1.35,51.8,6.7
High Rock,40,BS,1571167393,66,26.63,-78.28,84.2,4.1
Chapais,90,CA,1571167393,93,49.78,-74.86,39.2,6.2
Northam,0,AU,1571167394,87,-31.65,116.67,44.6,2.15
Naze,40,NG,1571167394,83,5.43,7.07,78.80000000000001,1.5
Charlestown,1,US,1571167394,36,41.38,-71.64,64.4,2.6
Progreso,90,UY,1571167395,76,-34.68,-56.22,57.002,6.2
Verkh-Usugli,75,RU,1571167395,71,52.7,115.17,31.694,1.409
Davenda,48,RU,1571167395,82,53.56,119.32,27.194,1.035
Grindavik,75,IS,1571167396,66,63.84,-22.43,51.8,16.5
Olavarria,100,AR,1571167396,68,-36.89,-60.32,51.998000000000005,4.329
Nioro,31,GM,1571167396,58,13.79,-15.05,89.474,1.85
Anjozorobe,40,MG,1571167397,93,-18.4,47.88,62.6,3.6
Volodarka,68,UA,1571167397,59,49.52,29.93,59.594,2.399
Half Moon Bay,90,US,1571167397,76,37.46,-122.43,73.004,4.6
Beringovskiy,100,RU,1571167398,91,63.05,179.32,39.974,16.081
Semirom,57,IR,1571167398,71,31.41,51.57,42.314,1.351
Tautira,20,PF,1571167398,69,-17.73,-149.15,82.4,1.5
Urengoy,92,RU,1571167398,92,65.96,78.37,39.434,1.852
Barcelos,47,BR,1571167399,46,-0.97,-62.93,93.434,1.551
Sobolevo,98,RU,1571167399,86,54.43,31.9,47.174,3.324
Stawell,100,AU,1571167400,96,-37.06,142.77,49.334,1.712
Arlit,0,NE,1571167400,12,18.74,7.39,97.034,5.274
Broken Hill,75,AU,1571167400,36,-31.97,141.45,64.4,3.6
Sao Jose da Coroa Grande,13,BR,1571167400,72,-8.9,-35.15,78.674,5.768
Petauke,37,ZM,1571167401,46,-14.25,31.33,75.254,4.002
Vanimo,17,PG,1571167402,73,-2.67,141.3,83.174,2.518
Kareli,0,GE,1571167402,47,42.02,43.89,57.074,0.631
Turbo,40,CO,1571167402,70,8.09,-76.73,86.0,5.1
Launceston,90,AU,1571167402,93,-41.43,147.14,42.998000000000005,2.1
Bani,66,YE,1571167403,67,16.02,42.93,87.134,2.649
Agadir,0,MA,1571167403,82,30.42,-9.58,66.2,6.7
Encheng,11,CN,1571167404,85,22.74,107.09,69.134,1.082
Mazamari,9,PE,1571167404,61,-11.33,-74.53,77.054,0.761
Ghugus,5,IN,1571167404,74,19.93,79.13,72.914,1.869
Cuajinicuilapa,75,MX,1571167404,60,16.47,-98.41,90.554,2.097
Kalmunai,100,LK,1571167405,77,7.42,81.82,83.714,5.853
Touros,20,BR,1571167405,61,-5.2,-35.46,82.4,6.2
Ngunguru,15,NZ,1571167405,87,-35.62,174.5,55.994,6.26
Leirvik,75,NO,1571167405,81,59.78,5.5,51.998000000000005,3.1
Wuan,100,CN,1571167406,67,31.68,112.0,55.994,3.658
Pangkalanbuun,92,ID,1571167406,97,-2.68,111.62,74.53399999999999,0.595
Sayanogorsk,0,RU,1571167406,63,53.09,91.41,43.214,2.189
Panguna,98,PG,1571167407,99,-6.32,155.48,70.934,2.044
Port Lincoln,100,AU,1571167407,93,-34.72,135.86,52.754,3.747
Xuddur,72,SO,1571167407,71,4.12,43.89,78.494,2.282
Taltal,0,CL,1571167408,51,-25.41,-70.49,65.714,3.639
Kiunga,100,PG,1571167408,98,-6.12,141.3,73.094,0.41
Puebloviejo,40,CO,1571167408,70,10.99,-74.28,89.6,5.1
Hun,20,BE,1571167409,87,50.34,4.87,55.994,4.6
Beloha,0,MG,1571167409,69,-25.17,45.06,69.314,9.394
Derzhavinsk,100,KZ,1571167409,86,51.1,66.31,49.334,15.28
Talas,59,KG,1571167409,49,42.52,72.24,45.014,1.374
Demba,100,CD,1571167410,96,-5.47,22.27,71.114,1.185
Dauriya,45,RU,1571167410,61,49.93,116.85,36.734,1.782
Hrastnik,0,SI,1571167410,87,46.14,15.09,62.995999999999995,2.6
Boyuibe,90,BO,1571167411,77,-20.43,-63.28,62.6,2.671
Dalbandin,0,PK,1571167411,23,28.9,64.41,68.95400000000001,3.881
Constantine,75,DZ,1571167411,72,36.36,6.61,64.4,4.6
Namatanai,100,PG,1571167412,75,-3.66,152.44,80.834,2.036
Mercedes,90,UY,1571167412,82,-33.25,-58.03,57.992000000000004,3.1
Rio Grande,75,BR,1571167412,59,-32.03,-52.1,66.2,8.2
Ahuimanu,20,US,1571167413,54,21.44,-157.84,84.2,5.1
Smithers,90,CA,1571167413,87,54.78,-127.17,42.8,4.6
Luwuk,38,ID,1571167413,81,-0.95,122.79,80.114,4.137
Yakima,40,US,1571167414,44,46.6,-120.51,57.002,0.156
Sibu,75,MY,1571167414,94,2.29,111.83,75.00200000000001,1.5
Xichang,54,CN,1571167415,97,27.88,102.25,47.354,0.95
Lakatoro,91,VU,1571167415,100,-16.11,167.42,75.2,4.6
Ramhormoz,0,IR,1571167415,20,31.28,49.6,76.874,1.852
Tulun,7,RU,1571167416,88,54.56,100.58,34.034,1.565
Lubango,100,AO,1571167416,84,-14.92,13.49,61.394,4.17
Bangkal,93,ID,1571167416,91,-2.61,115.39,73.994,0.747
Iznoski,100,RU,1571167417,86,54.99,35.31,41.054,1.983
Navirai,68,BR,1571167417,47,-23.07,-54.19,88.754,2.211
Salmon Arm,100,CA,1571167417,66,50.7,-119.29,48.992000000000004,1.79
Antalaha,26,MG,1571167418,79,-14.9,50.28,77.414,3.652
Nelson Bay,0,AU,1571167418,93,-32.72,152.14,60.998000000000005,2.6
Severomuysk,79,RU,1571167418,84,56.17,113.57,26.816,1.584
Catuday,0,PH,1571167418,81,16.29,119.81,81.374,5.21
Tawang,0,BT,1571167419,83,27.59,91.87,32.954,1.834
Vasto,18,IT,1571167419,82,42.12,14.71,69.008,1.5
Kahului,40,US,1571167420,65,20.89,-156.47,82.4,6.2
Olinda,90,AU,1571167420,82,-37.84,145.39,55.994,1.075
Nizhniy Kuranakh,97,RU,1571167420,97,58.84,125.49,25.016,1.522
Karratha,0,AU,1571167421,75,-20.74,116.85,77.054,6.004
Taoudenni,47,ML,1571167421,18,22.68,-3.98,96.674,4.356
Stephenville,90,CA,1571167421,87,48.55,-58.59,51.8,4.6
Chumphon,100,TH,1571167421,92,10.5,99.18,74.894,0.749
Taman,0,RU,1571167422,72,45.22,36.72,62.6,5.0
Homer,90,US,1571167422,69,59.64,-151.54,35.6,1.5
Meulaboh,100,ID,1571167422,80,4.14,96.13,80.474,2.964
Kamarion,20,GR,1571167423,88,36.8,25.82,69.008,3.1
Kavaratti,100,IN,1571167423,68,10.57,72.64,82.994,1.757
Grass Valley,1,US,1571167423,26,39.22,-121.06,78.008,2.6
Capaccio,0,IT,1571167424,83,40.42,15.08,69.008,1.829
Millerovo,0,RU,1571167424,63,48.92,40.39,59.414,2.505
Lyubech,89,UA,1571167425,84,51.7,30.66,58.873999999999995,2.883
George,32,MW,1571167425,43,-15.35,34.83,78.314,3.26
Tazovskiy,100,RU,1571167426,96,67.47,78.7,31.694,9.748
Isabela,76,PH,1571167426,87,10.2,122.99,71.294,1.806
Aripuana,46,BR,1571167426,36,-9.17,-60.63,95.594,0.61
Millville,1,US,1571167427,30,39.4,-75.04,69.99799999999999,1.5
Primorsko-Akhtarsk,0,RU,1571167427,50,46.05,38.18,63.014,4.239
Manzanillo,40,MX,1571167427,66,19.05,-104.32,91.4,6.2
Tecoanapa,75,MX,1571167428,79,16.99,-99.26,86.0,5.1
Dong Xoai,92,VN,1571167428,94,11.53,106.92,72.914,1.143
Narsaq,5,GL,1571167428,55,60.91,-46.05,35.6,0.71
Pochutla,90,MX,1571167429,59,15.74,-96.47,89.6,1.78
North Bend,40,US,1571167429,82,43.41,-124.22,59.0,2.6
Port Hardy,90,CA,1571167429,87,50.7,-127.42,50.0,12.9
Batemans Bay,99,AU,1571167430,83,-35.71,150.18,59.0,0.45
Tateyama,10,JP,1571167430,97,36.66,137.31,55.004,1.307
Porto Novo,75,BR,1571167431,60,-23.68,-45.44,75.2,4.6
Yunyang,100,CN,1571167431,88,32.84,110.81,47.534000000000006,1.928
Bethanien,4,NA,1571167431,25,-26.5,17.16,76.874,5.726
Baijiantan,97,CN,1571167432,47,45.63,85.18,57.614000000000004,15.146
Rosario,90,UY,1571167432,93,-34.31,-57.35,53.996,6.7
San Pedro,100,AR,1571167432,83,-33.68,-59.66,53.006,3.13
Pangoa,0,PE,1571167433,39,-12.12,-73.0,91.45400000000001,2.506
Kalabo,54,ZM,1571167433,15,-15.0,22.67,82.994,3.462
Chhoti Sadri,0,IN,1571167434,52,24.38,74.7,73.274,1.812
Pearl Lagoon,75,NI,1571167434,74,12.34,-83.67,84.2,2.1
Mimongo,99,GA,1571167435,97,-1.62,11.6,69.674,1.206
Novyy Urengoy,93,RU,1571167435,94,66.08,76.63,38.174,0.412
Puerto Lempira,75,HN,1571167436,66,15.27,-83.77,87.80000000000001,2.1
Ust-Omchug,96,RU,1571167436,100,61.13,149.63,-1.0660000000000025,1.33
Oeiras do Para,19,BR,1571167436,39,-2.0,-49.85,95.95400000000001,3.289
Kavarna,75,BG,1571167436,87,43.43,28.33,60.8,2.3
Kolpashevo,94,RU,1571167437,88,58.31,82.9,43.214,3.88
Rocha,95,UY,1571167437,70,-34.48,-54.34,57.614000000000004,6.298
Iquitos,75,PE,1571167437,100,-3.75,-73.25,42.8,3.6
Ilhabela,2,BR,1571167813,81,-23.78,-45.36,75.09200000000001,4.174
Mecca,56,SA,1571167438,51,21.43,39.83,87.314,1.978
Tumen,20,CN,1571167439,48,42.97,129.84,36.014,1.31
Zhanakorgan,47,KZ,1571167439,56,43.91,67.25,54.914,2.364
Korcula,0,HR,1571167439,77,42.96,17.14,60.8,2.1
